User Id,Quesh,Quesh Date,Respo
11,"If you could invite one celebrity to your Thanksgiving this year, who would you choose?",2021-11-23,"This year, I think I would invite Adele. I wouldnt ask her to sing, but maybe it just happens during dessert. "
75,"If you could invite one celebrity to your Thanksgiving this year, who would you choose?",2021-11-23,Weird Al Yankovic. You know he would exhibit appropriate behavior for the children but still be obnoxious enough to annoy my parents ? 
14,"If you could invite one celebrity to your Thanksgiving this year, who would you choose?",2021-11-23,"I dont think I would, Thanksgiving is about family and to me that would take away from the few times a year my entire family gathers to spend time together "
107,"If you could invite one celebrity to your Thanksgiving this year, who would you choose?",2021-11-23,"Guy Fieri. He has the best turkey recipe, and I cant cook "
4,"If you could invite one celebrity to your Thanksgiving this year, who would you choose?",2021-11-23,Kathy Hilton or Adele 
106,"If you could invite one celebrity to your Thanksgiving this year, who would you choose?",2021-11-23,"Living: Carol Baskins cause I gotta know how she 50 shades of Grey her 2nd husband. Dead: Grigori Rasputin, cause that guy knew how to party"
118,"If you could invite one celebrity to your Thanksgiving this year, who would you choose?",2021-11-23,Alec Baldwin
67,"If you could invite one celebrity to your Thanksgiving this year, who would you choose?",2021-11-23,Not sure if shes considered a celebrity but I would invite Heather McMahan. Shes hilarious and I love her. 
5,"If you could invite one celebrity to your Thanksgiving this year, who would you choose?",2021-11-23,Steve Harvey!??????????? I just LOVE him.?
33,"If you could invite one celebrity to your Thanksgiving this year, who would you choose?",2021-11-23,"Riley Reid, for obvious reasons "
118,"So far, what has been the best month of the year?",2021-11-22,December when i get all my commission checks ????
114,"If you could invite one celebrity to your Thanksgiving this year, who would you choose?",2021-11-23,"Chelsea Handler, I want to laugh and speak the truth this TG ??"
117,"If you could invite one celebrity to your Thanksgiving this year, who would you choose?",2021-11-23,"My dad, because he is a celebrity to me (: (Either that or Leonardo DiCaprio works too)"
51,"If you could invite one celebrity to your Thanksgiving this year, who would you choose?",2021-11-23,Ice Cube https://mobile.twitter.com/icecube/status/801842324380811268?lang=en
15,"If you could invite one celebrity to your Thanksgiving this year, who would you choose?",2021-11-23,Keanu Reeves
77,"So far, what has been the best month of the year?",2021-11-22,Thats easy always gonna be my birthday month Virgo in the house. ????
9,"So far, what has been the best month of the year?",2021-11-22,February 
33,"So far, what has been the best month of the year?",2021-11-22,Theyve all been horrible 
51,"So far, what has been the best month of the year?",2021-11-22,"March! My wife & I had our baby boy, Otis. It was the most incredible moment if my life, let alone this year. I also have a March birthday, so bonus points for that month too. And March Madness was back this year! I mean.. cant compete with that "
48,"So far, what has been the best month of the year?",2021-11-22,Probably September when I got to visit my buddies in P-Town (?) and its my bday month! ?
6,"So far, what has been the best month of the year?",2021-11-22,March because it was my 21st birthday and I got to spend it in a new state with my family! 
11,"So far, what has been the best month of the year?",2021-11-22,October was a great month! 
114,"So far, what has been the best month of the year?",2021-11-22,Sad I cant zoom in one month :-/ it has been just an ok year so cant narrow it down :(
14,"So far, what has been the best month of the year?",2021-11-22,I think every month has its ups and downs I dont think I can choose one above the rest but October and November have been lovely 
107,"So far, what has been the best month of the year?",2021-11-22,October. Fall with red leaves always make me feel warm :)
5,"So far, what has been the best month of the year?",2021-11-22,1)May-Mothers Day weekend. ??? Having my three children home with me was SO SPECIAL. They made my Mothers Day EXTRA SPECIAL!??? 2)March-???I had sure a wonderful time celebrating my daughters 21st birthday in Atlanta! 
4,"So far, what has been the best month of the year?",2021-11-22,"May Key West, My Birthday, Atlanta, Spring! Such a fun month!!"
117,"So far, what has been the best month of the year?",2021-11-22,November
61,"So far, what has been the best month of the year?",2021-11-22,"February that's when I started traveling again after covid. It felt like life was slowly going back to ""normal"""
15,"So far, what has been the best month of the year?",2021-11-22,"This past month has been a lot of firsts for me, but also August was really great too"
117,What is the best Thanksgiving side?,2021-11-21,Hashweh
9,What is the best Thanksgiving side?,2021-11-21,Mashed potatos and gravy
11,What is the best Thanksgiving side?,2021-11-21,"If you havent had Edna Lewis mac & cheese, youre not prepared to answer. #isaidwhatisaid"
5,What is the best Thanksgiving side?,2021-11-21,My 1st choice would be Stuffing My 2nd choice would be Candied Yams? with NO MARSHMALLOWS.
6,What is the best Thanksgiving side?,2021-11-21,Mashed potatoes for sure but theyve gotta be nice and creamy and fluffy not chunky unless its my brothers famous recipe then Ill let it slide! ??
23,What is the best Thanksgiving side?,2021-11-21,"Stuffing, and you can fight me if you think differently "
31,What is the best Thanksgiving side?,2021-11-21,"Sitting with a dear friend and this question provoked an interesting debate over sides vs starters but we both landed on a potatomashed, hasselback, sweet, funeral potatoesany potato side wins. Also if you are not from the Midwest you will need to look up funeral potatoes. It is a very common creamy potato dish with corn flakes based on top. "
14,What is the best Thanksgiving side?,2021-11-21,Cranberry sauce
77,What is the best Thanksgiving side?,2021-11-21,Thats a tossup I would say bake macaroni and cheese or homemade dressing.My cousin best the best mac & cheese in the family.
51,What is the best Thanksgiving side?,2021-11-21,My in-laws make a Hash Brown Casserole thats amazing and 24 Hour Salad
67,What is the best Thanksgiving side?,2021-11-21,Does gravy count?
84,What is the best Thanksgiving side?,2021-11-21,Wine? Joking!! Green beans - nice and crisp!
4,What is the best Thanksgiving side?,2021-11-21,Stuffing. Non-argument. ?
114,What is the best Thanksgiving side?,2021-11-21,Mashed potatoes ? mixed with all the other sides :) 
15,What is the best Thanksgiving side?,2021-11-21,Stuffing of course! 
107,What is the best Thanksgiving side?,2021-11-21,"Mac and cheese, the best side with turkey!"
48,What is the best Thanksgiving side?,2021-11-21,Dressing!
31,"Which do you enjoy more, waking up early or staying up late?",2021-11-20,I am such an early riser by nature and I love that time in the mornings. I feel like they are just for me and I can go out and walk and feel like I am the only one seeing the sunrise. There is such a special feeling in that. 
88,"Which do you enjoy more, waking up early or staying up late?",2021-11-20,Waking up earlier because it sets my day up for productivity! I prefer napping in my spare time of the day 
77,"Which do you enjoy more, waking up early or staying up late?",2021-11-20,Definitely staying up late. I get up at 6:30 during the week. I can say around noon its time for a nap. After Im home and relax I do nap of course after I eat. After that Im up all night. I do need to change my sleeping habits.
106,"Which do you enjoy more, waking up early or staying up late?",2021-11-20,Early bird gets the worm
114,"Which do you enjoy more, waking up early or staying up late?",2021-11-20,Waking up early except when I stay up late ?
107,"Which do you enjoy more, waking up early or staying up late?",2021-11-20,Staying up late! I can watch favorite show in my little space and in the dark.
75,"Which do you enjoy more, waking up early or staying up late?",2021-11-20,"Waking up early is torture for me, I'm a night owl."
51,"Which do you enjoy more, waking up early or staying up late?",2021-11-20,"Ive always considered myself a night owl. I just kind of like that time alone to listen to music, watch a movie or read. ? But its way more beneficial for me to wake up early so Ive kind of adopted that lifestyle. Im more productive, have more energy, and just overall feel better when I get a good night sleep & start my day early. Plus.. having a baby kind of ends any chance of sleeping in. Most nights I physically cant keep my eyes open past a certain hour anyways ? "
14,"Which do you enjoy more, waking up early or staying up late?",2021-11-20,Depends on when I go to bed! I do enjoy a productive morning though! 
11,"Which do you enjoy more, waking up early or staying up late?",2021-11-20,?? 
15,"Which do you enjoy more, waking up early or staying up late?",2021-11-20,Waking up early then I can do a bunch of things 
4,"Which do you enjoy more, waking up early or staying up late?",2021-11-20,"I used to be a night owl, but I love being in bed early and up early, too! #thingsineverthoughtidsay"
5,"Which do you enjoy more, waking up early or staying up late?",2021-11-20,I enjoy waking up early most definitely! ??? Good morning America.??
81,"Which do you enjoy more, waking up early or staying up late?",2021-11-20,It depends on the season. Spring and summer I like to get up early fall ah. Definitely not the winter. I like to be all snuggled up with my blankets 
67,"Which do you enjoy more, waking up early or staying up late?",2021-11-20,Waking up early. As I write this at 5:15am on a Saturday ?
106,What is your favorite song by Adele?,2021-11-19,Rolling in the deep
51,What is your favorite song by Adele?,2021-11-19,Embarrassed to say I really dont know the names of her songs. Ive only heard some on the radio or on tv.. never actually listened to one of her albums. From what I have heard though.. ?
11,What is your favorite song by Adele?,2021-11-19,"I havent listened to the new album yet, but When We Were Young is probably my favorite so far. "
115,What is your favorite song by Adele?,2021-11-19,Im not familiar with Adele but I really love Hello.
5,What is your favorite song by Adele?,2021-11-19,Go easy on me. ???? Im really feeling that song by her! Its beautiful.?
114,What is your favorite song by Adele?,2021-11-19,Make you feel my love her version of this song has so much feeling 
111,What is your favorite song by Adele?,2021-11-19,some one like you
107,What is your favorite song by Adele?,2021-11-19,I like Hello the most. I can feel her emotion and always take me inside the song!
14,What is your favorite song by Adele?,2021-11-19,Not a clue 
88,What is your favorite song by Adele?,2021-11-19,All of her songs are amazing but my favorite one so far is easy on me
4,What is your favorite song by Adele?,2021-11-19,"Tough one!! But Id have to say, When We Were Young the video is amazing, too!"
15,What is your favorite song by Adele?,2021-11-19,When we were young always gets me
6,What is your favorite song by Adele?,2021-11-19,Someone like you is a classic but her Easy on Me is soooo good!!! Now after listening to the rest of the new songs I also love Hold on!!!!
110,What was the last thing that made you feel good?,2021-11-18,a beautiful hike at 67 degrees in late November
109,What was the last thing that made you feel good?,2021-11-18,Workout 
11,What was the last thing that made you feel good?,2021-11-18,Moving to NYC! ? 
15,What was the last thing that made you feel good?,2021-11-18,Today in the morning my hot chocolate with two espresso shots in it 
56,What was the last thing that made you feel good?,2021-11-18,Treating myself to Starbucks this morning without the kids ?
98,What was the last thing that made you feel good?,2021-11-18,Movement - lit my candles and did an at home yoga class ?? 
5,What was the last thing that made you feel good?,2021-11-18,Having two meaningful heart to heart conversations last night with my son and daughter. ?? My son and I went out to dinner My daughter and I stayed up late talking in my bed. 
51,What was the last thing that made you feel good?,2021-11-18,"Getting a picture of my son & dog both in the bathroom doorway looking at my wife getting ready this morning. Otis in his bouncer, Willow just sitting next to him. Couldnt help but get a huge smile from that "
73,What was the last thing that made you feel good?,2021-11-18,Attending Friendsgiving and being surrounded by plenty of new friends Ive made over the last few months since moving to a new place for law school. Law school brings an immense amount of stress but its not all bad ?
67,What was the last thing that made you feel good?,2021-11-18,Love my daily walks with my daughter they always turn my day around and make me feel great! 
4,What was the last thing that made you feel good?,2021-11-18,"Yesterday, I was able to get a lot of work accomplished. I also went to the gym and then was able to get a haircut and some self-care! Then had an amazing sushi dinner with my Mom! ?? So, in short, yesterday made me feel really good!"
77,What is the best fall pie?,2021-11-17,Sweet potato pie hands down! 
108,What is the best fall pie?,2021-11-17,"I don't eat pie for the fall, lol."
61,What is the best fall pie?,2021-11-17,Apple pie! With French Vanilla ice cream 
56,What is the best fall pie?,2021-11-17,Upside down apple pie 
106,What is the best fall pie?,2021-11-17,Pumpkin
11,What is the best fall pie?,2021-11-17,? 
14,What is the best fall pie?,2021-11-17,Toss up between pumpkin and pecan 
67,What is the best fall pie?,2021-11-17,Apple. No competition. In a league of its own. 
5,What is the best fall pie?,2021-11-17,I love me some Pumpkin Pie ? ???? ????
9,What is the best fall pie?,2021-11-17,Sweet potato pie
75,What is the best fall pie?,2021-11-17,Pumpkin
4,What is the best fall pie?,2021-11-17,Pumpkin ? 
51,What is the best fall pie?,2021-11-17,"I love apple pie; but thats a year-round, always-a-great-choice kinda pie. Fall pie? Its gotta be pumpkin, right? Its orange, little touch of cinnamon, give it a scoop of vanilla ice cream & a dollop of whip cream.. ? thats hard to beat in October/November "
15,What is the best fall pie?,2021-11-17,Caramel apple crumble pie but with dulce de leche and a vodka pie crust 
73,What are three must-haves in your dream home?,2021-11-16,"Plenty of light, a fireplace, a large enough area for a big dining table to host friends and family "
14,What are three must-haves in your dream home?,2021-11-16,If its my dream home then there will be a lot more than 3 must haves 
9,What are three must-haves in your dream home?,2021-11-16,"Bed,Shower,toilet."
23,What are three must-haves in your dream home?,2021-11-16,"Steam room shower, temperature controlled wine cellar, and a massive walk in closet"
6,What are three must-haves in your dream home?,2021-11-16,"Lots of natural light, but then a really dark room(basement) for movies, and a good sized kitchen because ya girl loves to cook/bake?"
103,What are three must-haves in your dream home?,2021-11-16,"Big shower, rooftop terrace, rooms big enough for entertainment."
67,What are three must-haves in your dream home?,2021-11-16,"Master bedroom with en-suite, walk in closet, and beautiful kitchen with matching cabinets and overlay appliances "
51,What are three must-haves in your dream home?,2021-11-16,"- Theatre room : huge movie buff so this goes without saying ? - A significant kitchen space : i need room to work! Give me counter space, burners, a wide sink. And lets not forget a big refrigerator to hold all my stuff ?? - a big, private, fenced in yard : I want to have backyard get-togethers, fires, etc with some music & a few drinks without peeping neighbors.. and let the dog(s) & kid(s) have tons of room to run/play ???"
81,What are three must-haves in your dream home?,2021-11-16,"I want a fireplace, a chef? and huge deck to entertain family and friends. Thats why I need a chef?"
4,What are three must-haves in your dream home?,2021-11-16,1) A full spa & gym ?? 2) A game room with pool table ? 3) A fully stocked elegant bar ? Bonus Rooms: Butlers Pantry + State of The Art Kitchen + Wine Cellar + Basketball Court + Volleyball Court 
11,What are three must-haves in your dream home?,2021-11-16,I dont really ever think about a dream home. Anything in the right location works for me. I guess I do like to have my own bathroom though! ? 
5,What are three must-haves in your dream home?,2021-11-16,"A screen porch, a fireplace and music!"
48,What are three must-haves in your dream home?,2021-11-16,Fireplace Pool Huge closets
22,What are three must-haves in your dream home?,2021-11-16,"dogs, a laundry chute, and lots of light "
15,What are three must-haves in your dream home?,2021-11-16,The kitchen has to be immaculate and updated equipment. Id like a bathroom that is big enough for two people and the bedroom has to be able to fit a Queen with dressers or have a big closet. 
14,What company inspires you most?,2021-11-15,NHSF & OneQuesh
51,What company inspires you most?,2021-11-15,"Tough one here.. because so many companies operate under the guise of doing good but are pretty questionable morally/ethically. Overall, companies that give back inspire me Clothing companies that give back that I love are STAY Wear (mental health), Positive Vibe Movement (mental health), Life Is Good (children) Conscious Steps (all sorts of causes!), One More Wave (veterans with ptsd) ?? A brewing company that really inspires me is Delta Beer Lab (madison, wi). They donate a to environmental charities plus donate all tips to a rotation of different local charities every month. ? Not as dear to my heart but on a more macro scale Space X & Tesla. Talk about dreaming big & trying to change the world. Elon is a bit strange at times, but I think his ambitions are pretty inspiring ?"
11,What company inspires you most?,2021-11-15,Any company that puts emphasis on employee wellbeing is inspiring. 
75,What company inspires you most?,2021-11-15, Patagonia. They're doing their best to save the planet.
4,What company inspires you most?,2021-11-15,Nike 
15,What company inspires you most?,2021-11-15,At the moment Flik hospitality because there are so many positions and levels and they care about the growth of their employees 
22,How has November been for you so far?,2021-11-14,Ahh weird flex i havent washed my hair yet this month and am feeling very impressed with how well its holding up ???
67,How has November been for you so far?,2021-11-14,Weird lol
77,How has November been for you so far?,2021-11-14,Great! Just look like wow where did this year go so fast.
75,How has November been for you so far?,2021-11-14,"Busy, but in a fun way"
51,How has November been for you so far?,2021-11-14,"Not bad! Productive at work, getting some important things done at the house. Not reading as much as I keep saying I want to, but working on it! And great quality time with the family is nice after being gone sporadically in September & October. Looking forward to finishing strong & having a great thanksgiving! "
14,How has November been for you so far?,2021-11-14,Amazing 
11,How has November been for you so far?,2021-11-14,Amazing! ? 
4,How has November been for you so far?,2021-11-14,"Challenging, but exciting. "
15,How has November been for you so far?,2021-11-14,Really great! Lots of learning and growing with my partner and a new stable job
77,Who is the kindest person you know?,2021-11-13,That is a hard one! I have a few of kindest people in my life so its hard to just point out one person. If I had to pick one person I would say it would be my mother who is my rock.
51,Who is the kindest person you know?,2021-11-13,My wife. Wouldve been my answer before we even were dating. Never met anyone like her. 
5,Who is the kindest person you know?,2021-11-13,My mother. ?
6,Who is the kindest person you know?,2021-11-13,I dont think I could choose one specific person because there are different acts of kindness that people can preform. Like big or small they are still kind to me whether its my friend surprising me with a drink when I wasnt feeling good or my parents/family being there for me 24/7! 
14,Who is the kindest person you know?,2021-11-13,My father
4,Who is the kindest person you know?,2021-11-13,Kindness is a commonality and requirement for all of the people I hold close Im fortunate enough to know MANY extremely kind people!
11,Who is the kindest person you know?,2021-11-13,My sister DeLora. 
51,What was your most memorable birthday?,2021-11-12,"To the day.. Id say Year 30. It was on a weekend & I spent it in a beachfront property on the Gulf Shores in Alabama. Wasnt the most adventurous, I didnt party the hardest.. but I did some serious reflecting & was very grateful. My wife did surprise me with an epic Year 27 belated-birthday trip to Chicago though .. that maybe doesnt count but I have to mention. Surprise trip to Tesla, where I test drove a Model S, to Lagunitas (my favorite brewery) to Shedds Aquarium, where I got to PET A PENGUIN, and then went to dinner at the restaurant we got engaged at. It was unforgettable. (Bonus: I did have an epic house party with about 120 people on my 19th birthday ?)"
23,What was your most memorable birthday?,2021-11-12,Either my 21st seeing Ruby Rose DJ at Pacha NYC or my most recent birthday at House of Yes
6,What was your most memorable birthday?,2021-11-12,21!!! HOT LANTA 
4,What was your most memorable birthday?,2021-11-12,? my most memorable birthday was waking up with the sun rising on a beach in the Gulf Coast with a bottle of champagne. Right after we packed bags for a flight into Boston. Waiting for me in Boston was a massage and a family dinner at one of the best seafood restaurants in Boston! It was a very special one for sure! ??
14,What was your most memorable birthday?,2021-11-12,"My first birthday in NYC, idk the age "
67,What was your most memorable birthday?,2021-11-12,21 was pretty epic ?
75,What was your most memorable birthday?,2021-11-12,"On my 15th birthday all my friends got together and threw a surprise party for me at one of their houses. We rode horses on her farm, ate pizza, watched a movie. Each friend gave me such a thoughtful gift, and to top it off, I had my first kiss that night. ??"
11,What was your most memorable birthday?,2021-11-12,? 
31,What was your most memorable birthday?,2021-11-12,There were two for the same reasons: my 23rd and my 40th. Both involved people I loved surprising me with friends and family throughout the day and night having them show up at the places we went so that new surprises in the form of loved ones from many states and even Canada kept popping up along our route/destinations. It was so fun. 
15,What was your most memorable birthday?,2021-11-12,2021 in February I went to a Karaoke place with $1 chicken kabobs and danced and sang my heart out before the world shut down. Probably shouldnt have done that but at the time I didnt know any better 
77,"If you could call yourself at 15 years old for a brief conversation, what would you tell yourself?",2021-11-11,You need to stay focused with school. Youre going to have rough patches in life but know your have the best support system. 
48,"If you could call yourself at 15 years old for a brief conversation, what would you tell yourself?",2021-11-11,Youre beautiful! 
14,"If you could call yourself at 15 years old for a brief conversation, what would you tell yourself?",2021-11-11,I think its better not knowing the future so Id probably give a few helpful tips and thats it 
15,"If you could call yourself at 15 years old for a brief conversation, what would you tell yourself?",2021-11-11,Everything will be okay and just to keep focusing on what you want and who is there for you
67,"If you could call yourself at 15 years old for a brief conversation, what would you tell yourself?",2021-11-11,HES NOT WORTH IT 
5,"If you could call yourself at 15 years old for a brief conversation, what would you tell yourself?",2021-11-11,You made it and Im SO PROUD OF YOU.
6,"If you could call yourself at 15 years old for a brief conversation, what would you tell yourself?",2021-11-11,You can do anything you set your mind to! Work hard and dream big! 
51,"If you could call yourself at 15 years old for a brief conversation, what would you tell yourself?",2021-11-11,"Dont take your grandmother for granted.. she wont be here very long. Spend time with her, learn about her childhood, about her family, about how she fell in love with your grandfather. Let her know how much you appreciate her. And dont stress about the rest. Youll be fine. Youll be better than you think even. Love you kid!"
4,"If you could call yourself at 15 years old for a brief conversation, what would you tell yourself?",2021-11-11,I would tell myself the best is yet to come! Trust the process 
11,"If you could call yourself at 15 years old for a brief conversation, what would you tell yourself?",2021-11-11,"Being an adult is much more fun, but enjoy every minute until you get there! "
46,Cake or Pie?,2021-11-10,Pie! 
81,Cake or Pie?,2021-11-10,Hands down Blueberry pie with vanilla bean ice cream 
6,Cake or Pie?,2021-11-10,Cake?
51,Cake or Pie?,2021-11-10,"Pie. Apple is the GOAT, but in recent years Ive been turned on to more. I feel healthier eating pie too. But all bets are off if were talking ICE CREAM cake. Because yeah, thats the best. "
5,Cake or Pie?,2021-11-10,Actually both!
77,Cake or Pie?,2021-11-10,Im Greedy so both LOL. I like the sweet potato pies for Thanksgiving my mom makes the best. Other than that throughout the year Im a cake guy.
15,Cake or Pie?,2021-11-10,Cake all the time but I try to be healthy and do pie but cakeeeeee
14,Cake or Pie?,2021-11-10,Cake
11,Cake or Pie?,2021-11-10,Ill have a slice of each please. Thanks! ? 
75,Cake or Pie?,2021-11-10,Cake!
4,Cake or Pie?,2021-11-10,I didnt think Id be able to choose but I gotta give it to the pie ??
48,Cake or Pie?,2021-11-10,"Pie, preferably Pecan ?"
5,"At the moment, do you tend to save more or spend?",2021-11-09,Spend 
15,"At the moment, do you tend to save more or spend?",2021-11-09,Sadly spend I need to get better but I just got a job that feeds me twice a day so in the future definitely save because its mostly on food! 
48,"At the moment, do you tend to save more or spend?",2021-11-09,"I tend to avoid money so actively neither. Working on not fearing $$ so much, but its a process. "
77,"At the moment, do you tend to save more or spend?",2021-11-09,I will say Im about equal at the moment. The holidays are coming up and Im going to try to not spend as much as I did in the past. But theres always the plan ???
51,"At the moment, do you tend to save more or spend?",2021-11-09,"save live below your means. I auto deposit $$ into certain accounts so I dont even miss it. If it never ends up in my checking, I wont spend it! its a lot more gratifying when you can make the big purchase you really need & not sweat it than it is to buy a bunch of material things. Think big picture & think about your future. "
88,"At the moment, do you tend to save more or spend?",2021-11-09,Spend . Its a problem and the worst part is Im aware of it??? its a bad habit 
14,"At the moment, do you tend to save more or spend?",2021-11-09,I think its important to balance. But with the upcoming holidays Ill most likely spend more than save 
13,"At the moment, do you tend to save more or spend?",2021-11-09,???
6,"At the moment, do you tend to save more or spend?",2021-11-09,Spend but its all on food!
98,"At the moment, do you tend to save more or spend?",2021-11-09,Spend ? Missed dinners/travel/seeing friends during quarantine and excited to be doing that again
75,"At the moment, do you tend to save more or spend?",2021-11-09,I've been uncharacteristically spending on myself the last few months. I forgot how fun it is to get packages in the mail that aren't water filters or cat food.
4,"At the moment, do you tend to save more or spend?",2021-11-09,Spend ?
11,"At the moment, do you tend to save more or spend?",2021-11-09,Saveits all about the future! 
23,"If you could know the truth behind any one secret or mystery, what would it be?",2021-11-08,I personally would like to know where in the world Carmen San Diego is
5,"If you could know the truth behind any one secret or mystery, what would it be?",2021-11-08,The truth of family secrets from years past???
15,"If you could know the truth behind any one secret or mystery, what would it be?",2021-11-08,The ocean completely 
11,"If you could know the truth behind any one secret or mystery, what would it be?",2021-11-08,Life! 
48,"If you could know the truth behind any one secret or mystery, what would it be?",2021-11-08,Too many but the JonBenêt Ramsey case would be one. 
57,"If you could know the truth behind any one secret or mystery, what would it be?",2021-11-08,Who my paternal grandparents were
14,"If you could know the truth behind any one secret or mystery, what would it be?",2021-11-08,I would probably ask to know something personal about my life or my future 
1,"If you could know the truth behind any one secret or mystery, what would it be?",2021-11-08,What happens when we die......... 
51,"If you could know the truth behind any one secret or mystery, what would it be?",2021-11-08,Aliens ? I wanna know. Are they the reason for our evolution? Pyramids? Abductions? What do they want? Can they get us up outta here if a meteor is coming? Bonus answer that I think everyone thinks about but Im not sure I really want to know: Is there some some of conscious existence after death? Does you soul live on elsewhere? An afterlife? Reincarnation? 
4,"If you could know the truth behind any one secret or mystery, what would it be?",2021-11-08,I would want to know exactly what happened between Beyoncé and Jay Z the night of the elevator incident in 2014 ?
92,What do you wish you had more time to do?,2021-11-07,I wish I had more time to enjoy the ride 
46,What do you wish you had more time to do?,2021-11-07,I wish I had more time to be with the ones I love the most ! 
51,What do you wish you had more time to do?,2021-11-07,"Be with my family, read, house chores & projects, go on road trips & vacations. Never enough time!! Thats why you have to make the most of what you have "
11,What do you wish you had more time to do?,2021-11-07,Yoga
48,What do you wish you had more time to do?,2021-11-07,Read 
75,What do you wish you had more time to do?,2021-11-07,"Keep up with housework, do fun things with my kids, spend quality time with my husband, put in overtime at work, enjoy my hobby, make my yard look nicer, help out my friends in need, visit my parents, basically everything..."
61,What do you wish you had more time to do?,2021-11-07,"I wish I had more time to read books. It is so calming, especially when life is so fast paced."
70,What do you wish you had more time to do?,2021-11-07,Work out ?
15,What do you wish you had more time to do?,2021-11-07,To be with my loved ones
4,What do you wish you had more time to do?,2021-11-07,1) Read ?? 2) Spend more time with family & friends you can never get enough 
17,What do you wish you had more time to do?,2021-11-07,All my hobbies!
6,What do you wish you had more time to do?,2021-11-07,Right now travel! I wanna see the world but at the moment I am tied down with finishing school. 
77,What fictional character do you most relate to?,2021-11-06,I would say Spider-Man 
11,What fictional character do you most relate to?,2021-11-06,Hmmmnot sure I do. 
48,What fictional character do you most relate to?,2021-11-06,This one is hard! Idk. Probably Ariel ??
5,What fictional character do you most relate to?,2021-11-06,"The Road Runner from the Looney Tunes! Beep, Beep! ?????"
14,What fictional character do you most relate to?,2021-11-06,Honestly I do not know 
75,What fictional character do you most relate to?,2021-11-06,Linda Belcher from Bob's Burgers ?
51,What fictional character do you most relate to?,2021-11-06,"This is super challenging.. maybe just cuz Im such a big movie guy I feel I should be able to find the perfect fit. Ill go thematic. As a kid, I was probably in some Indie drama about a dysfunctional family that nobody hears about until award season As a teenager, I was definitely in a One Tree Hill style teenage high school drama only with a heavy hip hop soundtrack. Girls watch for the drama. Guys watch for the sports & music (but secretly buy into the drama storyline after awhile). Now as an adult, Im totally a character in a Paul Rudd kind of comedy-drama as a tired dad, messing up a lot in the small moments but at times you think - hes actually a pretty good guy. I hope ? "
15,What fictional character do you most relate to?,2021-11-06,Hermione from Harry Potter
4,What fictional character do you most relate to?,2021-11-06,Olivia Pope consider it handled. 
23,"In one song, how would you describe this week?",2021-11-05,Manic Monday by The Bangles
48,"In one song, how would you describe this week?",2021-11-05,Cryin- Aerosmith - its been a crazy week and now Im under the weather ? but its all good and TGIF! 
1,"In one song, how would you describe this week?",2021-11-05,Mere tumhare sbke liye... Happy Diwali ???
51,"In one song, how would you describe this week?",2021-11-05,Dont Take Days Off - Nipsey Hussle 
75,"In one song, how would you describe this week?",2021-11-05,"Hard Days Night, cause I've been working like a dog"
11,"In one song, how would you describe this week?",2021-11-05,"For me, it would have to be the theme song to The Jeffersonsbecause Im movin on up (to NYC)! ? "
88,"In one song, how would you describe this week?",2021-11-05,Lazy song by Bruno mars ???
15,"In one song, how would you describe this week?",2021-11-05,City love by John Mayer 
6,"In one song, how would you describe this week?",2021-11-05,Leaving Me Feeling Confident by The Driver Era!
4,"In one song, how would you describe this week?",2021-11-05,Fly Away by Tones and I ?
5,"In one song, how would you describe this week?",2021-11-05,THIS RIGHT HERE?
5,"If you had the power to make one thing on Earth permanently free, what would it be?",2021-11-04,Definitely education & Health Insurance. 
6,"If you had the power to make one thing on Earth permanently free, what would it be?",2021-11-04,Menstruation products. ?Every woman has to go through it and we are forced to pay for something we cant change about ourselves and they expensive like for shit we end up having to throw out after one use. Its ridiculous!!!
77,"If you had the power to make one thing on Earth permanently free, what would it be?",2021-11-04,Property tax! OMG as a new homeowner did not know property tax was this crazy.
23,"If you had the power to make one thing on Earth permanently free, what would it be?",2021-11-04,Healthcare
22,"If you had the power to make one thing on Earth permanently free, what would it be?",2021-11-04,"just one?!? omg. how do i pick between food, water, housing, healthcare, education ETC. I suppose food/water if we can call that one :) "
14,"If you had the power to make one thing on Earth permanently free, what would it be?",2021-11-04,I dont think I would make anything permanently free 
75,"If you had the power to make one thing on Earth permanently free, what would it be?",2021-11-04,Free mental health care services for everyone. I truly believe it would eventually eliminate half of the world's problems within sixty years.
15,"If you had the power to make one thing on Earth permanently free, what would it be?",2021-11-04,Healthcare
51,"If you had the power to make one thing on Earth permanently free, what would it be?",2021-11-04,"This is a great question for an Ethics seminar. Im sure I could think about this for an hour & decide on a different answer every 5-10 minutes. After thinking for 20 seconds, Ill say either: Clean Drinking Water - basic life necessity Education - best way to give power to the people is to give them an education! although I understand this would be really complicated, especially since teachers are also currently under paid & under valued"
11,"If you had the power to make one thing on Earth permanently free, what would it be?",2021-11-04,Healthcare
48,"If you had the power to make one thing on Earth permanently free, what would it be?",2021-11-04,Healthcare 
4,"If you had the power to make one thing on Earth permanently free, what would it be?",2021-11-04,Quality Higher Education ??
5,Would you rather eat every meal out or every meal at home?,2021-11-03,HOME
77,Would you rather eat every meal out or every meal at home?,2021-11-03,We like to eat at home. Im not but cook of the house but I can do a little something Every now and then. my baby throws down so that his kitchen Im just a Visitor.
48,Would you rather eat every meal out or every meal at home?,2021-11-03,If I had the time to enjoy the cooking process everyday- at home. ?
